,Module Department,Module Code,Event ID,Event Type,Duration (minutes),Event Size,Timeslot,Number of Weeks,Weeks,Room,Room Type 1,Room type 2,Building,Campus
26967,"School of Literatures, Languages and Cultures",ASST08075_SS1_YR_2024/5,E:VM1S195CXA,Seminar,120,32.0,Thursday 10:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0228_-1_LG.06,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
26968,"School of Literatures, Languages and Cultures","ENLI10422_SS1_SEM1_2024/5, ENLI11274_SS1_SEM1_2024/5",E:BC55FUF7VO,Jointly Taught Seminar,110,15.0,Tuesday 11:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0227_02_2.14,Centrally Allocated Space,General Teaching,50 George Square,Central
26969,"School of Literatures, Languages and Cultures",IMES11122_SS1_YR_2024/5,E:WNONZ6LVET,Seminar,110,20.0,Wednesday 14:00,4,"10, 12, 15, 19",0228_07_7.18,Centrally Allocated Space,General Teaching,40 George Square,Central
26971,"School of Literatures, Languages and Cultures","IMES08049_SV1_SEM2_2024/5, IMES11112_SV1_SEM2_2024/5",E:BC8RIOCZH6,Jointly Taught Seminar,50,10.0,Monday 12:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0201_01_1.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
26972,"School of Literatures, Languages and Cultures",ASST08001_SV1_YR_2024/5,E:BYMPNPW2WJ,NPCR 3 Tutorial (S2),50,35.0,Thursday 11:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0227_00_G.02,Centrally Allocated Space,General Teaching,50 George Square,Central
26974,"School of Literatures, Languages and Cultures","ELCC10018_SS1_YR_2024/5, ELCR09006_SV1_YR_2024/5",E:YPJEPNLBSD,Tutorial,50,12.0,Friday 12:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0214_01_1.01,Centrally Allocated Space,General Teaching,16-20 George Square,Central
26975,"School of Literatures, Languages and Cultures","ELCF10081_SS1_SEM2_2024/5, ELCF09040_SV1_SEM2_2024/5",E:WTVS4471IW,Jointly Taught Seminar,110,22.0,Thursday 14:00,10,"26, 27, 28, 30, 32, 33, 34, 35, 36, 37",0001_01_1.265,Centrally Allocated Space,General Teaching,Old College,Central
26976,"School of Literatures, Languages and Cultures",CLLC11065_SS1_SEM1_2024/5,E:UP8LDE8MJT,Seminar,50,50.0,Monday 10:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0227_00_G.06,Centrally Allocated Space,General Teaching,50 George Square,Central
26977,"School of Literatures, Languages and Cultures",ELCI08004_SV1_YR_2024/5,E:B9LG27DM1H-00001,Oral Tutorial (S2),50,9.0,Friday 15:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0227_02_2.13,Centrally Allocated Space,General Teaching,50 George Square,Central
26978,"School of Literatures, Languages and Cultures",ELCH08001_SS1_YR_2024/5,E:U6EDCGE89W,Oral Tutorial,50,11.0,Tuesday 15:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0214_00_G.26,Centrally Allocated Space,General Teaching,16-20 George Square,Central
26979,"School of Literatures, Languages and Cultures","IMES08046_SV1_SEM1_2024/5, IMES11107_SV1_SEM1_2024/5",E:FZSV586791,Jointly Taught Seminar,50,25.0,Wednesday 11:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0227_00_G.04,Centrally Allocated Space,General Teaching,50 George Square,Central
26980,"School of Literatures, Languages and Cultures",ENLI08025_SV1_SEM2_2024/5,E:ERNNU1D8JW,Tutorial,50,15.0,Thursday 15:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0008_-1_B.153,Centrally Allocated Space,General Teaching,Minto House,Central
26981,"School of Literatures, Languages and Cultures",ELCH08018_SV1_YR_2024/5,E:QGC398AVVA,Literature Tutorial,50,14.0,Thursday 12:00,10,"27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0227_02_2.29,Centrally Allocated Space,General Teaching,50 George Square,Central
26982,"School of Literatures, Languages and Cultures",ELCH08012_SV1_YR_2024/5,E:WOGODT9YH8,Oral Tutorial,50,12.0,Wednesday 12:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0113_01M_01M.20,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
26983,"School of Literatures, Languages and Cultures","ELCG09014_SV1_YR_2024/5, ELCG10016_SV1_YR_2024/5",E:7HSROWHP7H,Jointly Taught Seminar set 1,50,14.0,Wednesday 13:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0214_00_G.02,Centrally Allocated Space,General Teaching,16-20 George Square,Central
26984,"School of Literatures, Languages and Cultures",ASST08058_SV1_SEM2_2024/5,E:KS3T3S955D,Reading and Writing Tutorial,50,15.0,Friday 09:00,10,"26, 27, 28, 29, 30, 33, 34, 35, 36, 37",0228_07_7.18,Centrally Allocated Space,General Teaching,40 George Square,Central
26985,"School of Literatures, Languages and Cultures","IMES08006_SV1_YR_2024/5, IMES11105_SV1_SEM1_2024/5, IMES08022_VV1_SEM1_2024/5",E:AEWKVQEZ3U,Lecture,50,35.0,Monday 14:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0228_-1_LG.06,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
26986,"School of Literatures, Languages and Cultures","ELCG10025_SS1_SEM1_2024/5, ELCG09005_SV1_SEM1_2024/5",E:2BFPMCNFS6,Jointly Taught Seminar,110,18.0,Monday 16:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0227_02_2.39,Centrally Allocated Space,General Teaching,50 George Square,Central
26987,"School of Literatures, Languages and Cultures",ENLI08025_SV1_SEM2_2024/5,E:B982LUA5J6,Tutorial,50,15.0,Thursday 16:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0113_00_G.200,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
26989,"School of Literatures, Languages and Cultures",SCET08008_SV1_SEM1_2024/5,E:5HI6SF9HRR,Tutorial,50,14.0,Friday 16:00,5,"10, 12, 14, 16, 18",0227_03_3.03,Centrally Allocated Space,General Teaching,50 George Square,Central
26990,"School of Literatures, Languages and Cultures",ENLI10425_SS1_SEM1_2024/5,E:VNRWSAXUCJ,Seminar,110,15.0,Wednesday 11:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0227_03_3.39,Centrally Allocated Space,General Teaching,50 George Square,Central
26991,"School of Literatures, Languages and Cultures",CLLC11161_SS1_SEM1_2024/5,E:BLUMYRCQJS,Film Screening,110,70.0,Tuesday 15:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0227_00_G.04,Centrally Allocated Space,General Teaching,50 George Square,Central
26992,"School of Literatures, Languages and Cultures",CLLC11037_SS1_SEM2_2024/5,E:3H8PKA5QZL,Seminar,110,80.0,Wednesday 16:00,10,"26, 27, 28, 29, 30, 33, 34, 35, 36, 37",0227_00_G.04,Centrally Allocated Space,General Teaching,50 George Square,Central
26993,"School of Literatures, Languages and Cultures",ELCH07010_SV1_SEM1_2024/5,E:2FDJOQ61CJ,Language Tutorial,110,30.0,Thursday 09:00,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0001_01_1.275,Centrally Allocated Space,General Teaching,Old College,Central
26994,"School of Literatures, Languages and Cultures",ELCC08010_SV1_SEM1_2024/5,E:R9EN379VAC,Seminar,110,49.0,Wednesday 12:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0450_02_2.55,Locally Allocated Space,General Teaching,Edinburgh Futures Institute (EFI),Central
26996,"School of Literatures, Languages and Cultures",ENLI11141_SS1_SEM2_2024/5,E:JISWYCHIWJ,Seminar,110,15.0,Tuesday 15:00,8,"29, 30, 32, 33, 34, 35, 36, 37",0103_01_1.B19,Centrally Allocated Space,General Teaching,Forresthill,Central
26998,"School of Literatures, Languages and Cultures",ELCI07007_SV1_SEM1_2024/5,E:IMJVLYZF72,Oral Tutorial,50,18.0,Wednesday 09:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0003_00_G.03,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
26999,"School of Literatures, Languages and Cultures",ELCF08006_SV1_YR_2024/5,E:GOS8XWEX96,Oral Tutorial,50,12.0,Wednesday 11:00,9,"10, 11, 12, 13, 15, 16, 17, 18, 19",0201_02_2.07,Centrally Allocated Space,General Teaching,Appleton Tower,Central
27001,"School of Literatures, Languages and Cultures",ENLI11026_SS1_SEM1_2024/5,E:153KBAIU9R,Seminar,110,17.0,Friday 12:00,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0214_00_G.02,Centrally Allocated Space,General Teaching,16-20 George Square,Central
27002,"School of Literatures, Languages and Cultures",ELCC10013_SS1_YR_2024/5,E:CS61SXQMGJ,Tutorial,50,12.0,Tuesday 14:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0227_02_2.29,Centrally Allocated Space,General Teaching,50 George Square,Central
27003,"School of Literatures, Languages and Cultures",ELCS08028_SV1_YR_2024/5,E:S52FUSUKGJ,Oral Tutorial,50,13.0,Monday 12:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0335_03_3.1,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
27004,"School of Literatures, Languages and Cultures",ELCG08002_SV1_YR_2024/5,E:5ZYAJ4EAV6,Seminar,50,14.0,Monday 11:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0227_03_3.14,Centrally Allocated Space,General Teaching,50 George Square,Central
27005,"School of Literatures, Languages and Cultures",ELCG08002_SV1_YR_2024/5,E:UWTMDRNLP7,Oral Tutorial (S2),50,12.0,Wednesday 16:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0227_02_2.54,Centrally Allocated Space,General Teaching,50 George Square,Central
27006,"School of Literatures, Languages and Cultures",ELCF08005_SV1_YR_2024/5,E:JLO3FZSKY5,Oral Tutorial,50,12.0,Monday 11:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0214_01_1.10,Centrally Allocated Space,General Teaching,16-20 George Square,Central
27007,"School of Literatures, Languages and Cultures","IMES08027_SV1_SEM2_2024/5, IMES11104_SV1_SEM2_2024/5",E:UFJ9DTUFDU,Seminar set 1,50,25.0,Wednesday 12:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0313_00_G.10,Centrally Allocated Space,General Teaching,Old Surgeons Hall,Central
27008,"School of Literatures, Languages and Cultures",ENLI08021_SV1_SEM2_2024/5,E:U521Z3GE21,Tutorial,50,15.0,Monday 13:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0227_03_3.14,Centrally Allocated Space,General Teaching,50 George Square,Central
27010,"School of Literatures, Languages and Cultures",ASST08076_SV1_YR_2024/5,E:3TNML2GXOC,Oral Tutorial,50,11.0,Wednesday 13:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0214_01_1.10,Centrally Allocated Space,General Teaching,16-20 George Square,Central
27011,"School of Literatures, Languages and Cultures","IMES08006_SV1_YR_2024/5, IMES08039_VV1_SEM2_2024/5, IMES11106_SV1_SEM2_2024/5",E:OIWGGFL35T,Lecture,50,35.0,Monday 12:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0227_00_G.06,Centrally Allocated Space,General Teaching,50 George Square,Central
27012,"School of Literatures, Languages and Cultures",ASST08057_SV1_SEM2_2024/5,E:PVKWRGIE17,Language Tutorial,110,18.0,Tuesday 11:00,10,"26, 27, 28, 29, 30, 33, 34, 35, 36, 37",0214_01_1.10,Centrally Allocated Space,General Teaching,16-20 George Square,Central
27013,"School of Literatures, Languages and Cultures","IMES08049_SV1_SEM2_2024/5, IMES11112_SV1_SEM2_2024/5",E:BC8RIOCZH6-00003,Jointly Taught Seminar,50,20.0,Wednesday 12:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0201_02_2.07,Centrally Allocated Space,General Teaching,Appleton Tower,Central
27014,"School of Literatures, Languages and Cultures",ELCH08002_SV1_YR_2024/5,E:WJTUV51YRN,Language Tutorial (S2),50,15.0,Monday 17:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0003_01_1.04,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
27015,"School of Literatures, Languages and Cultures",ELCF08005_SV1_YR_2024/5,E:RWQI9USOUE,Language Tutorial (S2),50,15.0,Tuesday 10:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0214_01_1.10,Centrally Allocated Space,General Teaching,16-20 George Square,Central
27016,"School of Literatures, Languages and Cultures",ELCI08005_SV1_YR_2024/5,E:YLSC21GARN,Seminar,50,50.0,Thursday 15:00,9,"9, 10, 11, 12, 13, 15, 16, 17, 18",0113_00_G.03,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
27017,"School of Literatures, Languages and Cultures",ENLI10368_SV1_SEM1_2024/5,E:U64HFHN6NI,Seminar,110,15.0,Tuesday 16:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0214_00_G.22,Centrally Allocated Space,General Teaching,16-20 George Square,Central
27018,"School of Literatures, Languages and Cultures",ASST08001_SV1_YR_2024/5,E:T1FD2KEJO4,Oral Tutorial,50,14.0,Friday 10:00,9,"10, 11, 12, 13, 15, 16, 17, 18, 19",0254_01_1.10,Centrally Allocated Space,General Teaching,24 Buccleuch Place,Central
27019,"School of Literatures, Languages and Cultures","ELCG10036_SS1_SEM2_2024/5, ELCG09016_SV1_SEM2_2024/5, ELCG11010_SV1_SEM2_2024/5",E:U4I6YXK1KC,Jointly Taught Seminar,110,25.0,Wednesday 11:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0227_00_G.05,Centrally Allocated Space,General Teaching,50 George Square,Central
27020,"School of Literatures, Languages and Cultures",ELCF08006_SV1_YR_2024/5,E:H4VBDHLRZJ,Language Tutorial (S2),50,15.0,Monday 14:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0300_00_NG.04,Centrally Allocated Space,General Teaching,High School Yards Teaching Centre,Central
27021,"School of Literatures, Languages and Cultures","IMES08022_VV1_SEM1_2024/5, IMES11105_SV1_SEM1_2024/5, IMES08006_SV1_YR_2024/5",E:3RDDCRIMTQ,Seminar set 2,50,16.0,Wednesday 16:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0227_03_3.39,Centrally Allocated Space,General Teaching,50 George Square,Central
27022,"School of Literatures, Languages and Cultures","ELCH09005_SV1_SEM1_2024/5, ELCH11009_SS1_SEM1_2024/5, ELCH10053_SS1_SEM1_2024/5",E:K6PL84OHMD,Seminar,110,22.0,Friday 09:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0003_00_G.02,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
27023,"School of Literatures, Languages and Cultures",CELT08022_SV1_SEM1_2024/5,E:LU3YFL1YNP,Lecture,50,19.0,Monday 17:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0103_03_3.D02,Centrally Allocated Space,General Teaching,Forresthill,Central
27024,"School of Literatures, Languages and Cultures",ASST08078_SV1_YR_2024/5,E:POYWR32GTF,NPCR 1 Tutorial (S2),50,15.0,Wednesday 10:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0228_-1_LG.08,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
27025,"School of Literatures, Languages and Cultures",ASST08052_SV1_SEM2_2024/5,E:5QM3UAJ1FO,Tutorial,50,16.0,Thursday 15:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0008_00_G.252,Centrally Allocated Space,General Teaching,Minto House,Central
27026,"School of Literatures, Languages and Cultures","IMES08027_SV1_SEM2_2024/5, IMES11104_SV1_SEM2_2024/5",E:N7ELU92V1V,Jointly Taught Seminar,50,25.0,Tuesday 10:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0227_00_G.05,Centrally Allocated Space,General Teaching,50 George Square,Central
27027,"School of Literatures, Languages and Cultures","IMES11103_SV1_SEM1_2024/5, IMES08026_SV1_SEM1_2024/5",E:916CHN1637,Seminar set 1,50,25.0,Wednesday 13:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0227_00_G.01,Centrally Allocated Space,General Teaching,50 George Square,Central
27028,"School of Literatures, Languages and Cultures",ELCH10058_SV1_YR_2024/5,E:ZBZYIZ5U2L,Tutorial,50,10.0,Monday 14:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0228_11_11.18,Centrally Allocated Space,General Teaching,40 George Square,Central
27029,"School of Literatures, Languages and Cultures","IMES08048_SV1_SEM1_2024/5, IMES11111_SV1_SEM1_2024/5",E:9NX3MIYPW2-00001,Jointly Taught Seminar,50,15.0,Tuesday 11:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0227_00_G.06,Centrally Allocated Space,General Teaching,50 George Square,Central
27030,"School of Literatures, Languages and Cultures",CELT08019_SV1_SEM2_2024/5,E:CCRA1P9Y2V,Lecture,50,9.0,Monday 12:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0227_03_3.29,Centrally Allocated Space,General Teaching,50 George Square,Central
27031,"School of Literatures, Languages and Cultures","ELCF10066_SS1_SEM2_2024/5, ELCF09017_SV1_SEM2_2024/5",E:NI29PZM96U,Jointly Taught Seminar,110,22.0,Thursday 11:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0227_00_G.01,Centrally Allocated Space,General Teaching,50 George Square,Central
27032,"School of Literatures, Languages and Cultures",ENLI08022_SV1_SEM1_2024/5,E:ZGRKQPPSKF,Tutorial,50,15.0,Thursday 12:00,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0227_03_3.03,Centrally Allocated Space,General Teaching,50 George Square,Central
27033,"School of Literatures, Languages and Cultures",ASST08001_SV1_YR_2024/5,E:C8QOM6P321,Oral Tutorial,50,14.0,Wednesday 15:00,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0254_01_1.10,Centrally Allocated Space,General Teaching,24 Buccleuch Place,Central
27034,"School of Literatures, Languages and Cultures",CLLC11149_SV1_SEM2_2024/5,E:S1O8CZNFC8,Tutorial,110,15.0,Wednesday 15:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0003_00_G.01,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
27035,"School of Literatures, Languages and Cultures",IMES10001_SV1_SEM1_2024/5,E:63F9U7456U,Seminar,110,12.0,Monday 11:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0227_03_3.39,Centrally Allocated Space,General Teaching,50 George Square,Central
27036,"School of Literatures, Languages and Cultures","ENLI10355_SS1_SEM1_2024/5, ENLI11248_SS1_SEM1_2024/5",E:26GQ643JON,Jointly Taught Seminar,110,15.0,Wednesday 11:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0214_01_1.01,Centrally Allocated Space,General Teaching,16-20 George Square,Central
27038,"School of Literatures, Languages and Cultures",CLLC11163_SS1_SEM2_2024/5,E:7ACTA3HLHO,Tutorial,50,10.0,Tuesday 16:00,10,"27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0227_02_2.03,Centrally Allocated Space,General Teaching,50 George Square,Central
27039,"School of Literatures, Languages and Cultures","ENLI11154_SS1_SEM2_2024/5, ENLI10304_SV1_SEM2_2024/5",E:5N33V94UF7,Seminar,110,15.0,Tuesday 13:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0227_03_3.39,Centrally Allocated Space,General Teaching,50 George Square,Central
27040,"School of Literatures, Languages and Cultures","ELCH10021_SS1_SEM2_2024/5, ELCH09004_SV1_SEM2_2024/5",E:8LUJXV14RM,Seminar,110,22.0,Friday 14:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0001_01_1.273,Centrally Allocated Space,General Teaching,Old College,Central
27041,"School of Literatures, Languages and Cultures",ENLI11181_SS1_SEM1_2024/5,E:OV1QV7EMIP,Seminar,110,15.0,Tuesday 11:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0228_07_7.18,Centrally Allocated Space,General Teaching,40 George Square,Central
27042,"School of Literatures, Languages and Cultures",ELCF08006_SV1_YR_2024/5,E:BZAIS4C2KV,Literature Tutorial,50,20.0,Friday 10:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0103_01_1.B10,Centrally Allocated Space,General Teaching,Forresthill,Central
27043,"School of Literatures, Languages and Cultures",ENLI10430_SV1_SEM2_2024/5,E:FBKKF2JWAG,Seminar,110,15.0,Thursday 11:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0227_02_2.03,Centrally Allocated Space,General Teaching,50 George Square,Central
27044,"School of Literatures, Languages and Cultures",ELCH08002_SV1_YR_2024/5,E:EM671EYMSH,Literature Tutorial,50,18.0,Wednesday 13:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0003_00_G.03,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
27045,"School of Literatures, Languages and Cultures",ELCG08008_SV1_YR_2024/5,E:SLWPFT8Q3H,Oral Tutorial,50,12.0,Friday 13:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0214_00_G.26,Centrally Allocated Space,General Teaching,16-20 George Square,Central
27046,"School of Literatures, Languages and Cultures",IMES10081_SS1_YR_2024/5,E:U7VU5N2P7O,Seminar,50,10.0,Tuesday 13:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0214_00_G.02,Centrally Allocated Space,General Teaching,16-20 George Square,Central
27047,"School of Literatures, Languages and Cultures",ELCF08012_SV1_YR_2024/5,E:HQ8NBLPXWO,Tutorial,50,20.0,Thursday 09:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0214_01_1.01,Centrally Allocated Space,General Teaching,16-20 George Square,Central
27049,"School of Literatures, Languages and Cultures",ELCC10013_SS1_YR_2024/5,E:CBINO1F2JX,Tutorial,50,12.0,Tuesday 17:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0227_03_3.29,Centrally Allocated Space,General Teaching,50 George Square,Central
27050,"School of Literatures, Languages and Cultures",ENLI11141_SS1_SEM2_2024/5,E:WSJD6IK262,Seminar,110,15.0,Thursday 14:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0214_00_G.22,Centrally Allocated Space,General Teaching,16-20 George Square,Central
27052,"School of Literatures, Languages and Cultures",CELT08022_SV1_SEM1_2024/5,E:MLPVS9BM31,Seminar,50,15.0,Friday 14:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0228_01_1.01,Centrally Allocated Space,General Teaching,40 George Square,Central
27053,"School of Literatures, Languages and Cultures","IMES08026_SV1_SEM1_2024/5, IMES11103_SV1_SEM1_2024/5",E:9ZX63P8UPW,Lecture,50,120.0,Monday 14:00,2,"10, 11",0113_01_1.425,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
